"PARTY_ID","NAME_FULL","NAME_PREFIX","NAME_FIRST","NAME_MIDDLE","NAME_LAST","NAME_SUFFIX","NAME_TITLE","DELIVERY_ADDRESS1","DELIVERY_ADDRESS2","LOCALITY_COMPLETE","PROVINCE_COMPLETE","POSTCODE_COMPLETE","COUNTRY_ISO_3CHAR","PHONE","EMAIL","STATUS","TIER","DATE_OF_BIRTH","GENDER","CC_TYPE","CC_NUMBER","CC_EXPIRATION_DATE","CC_EXPIRED_DATE_INDICATOR","ADDRESS_VALIDATION_CODE","ADDRESS_VALIDATION_MESSAGE"
3536400,"Verine Kruckeberg","","Verine","","Kruckeberg","","","1238 PUTTY HILL AVE","","TOWSON","MD","21286-5844","USA","(410) 583-1459","verine.kruckeberg@aptea.com","A","BRONZE",26-NOV-77,"U","","",,"","C4","Corrected - all elements have been checked"
3534300,"Hermila Johnsrud","Ms.","Hermila","","Johnsrud","","","2401 CLEANLEIGH DR","","BALTIMORE","MD","21234-6808","USA","(410) 663-9600","hermila.johnsrud@aptea.com","A","SILVER",09-JUL-92,"F","","",,"","C4","Corrected - all elements have been checked"
3532200,"Kiele Scoggins","","Kiele","","Scoggins","","","17 WASHINGTON SQ","","CHESTERTOWN","MD","21620-1041","USA","(410) 778-9535","kiele.scoggins@aptea.com","A","SILVER",06-NOV-92,"U","","",,"","C4","Corrected - all elements have been checked"
3658200,"Candis Hogg","Ms.","Candis","","Hogg","","","6001 BULLARD AVE","","NEW ORLEANS","LA","70128-2812","USA","(504) 245-1500","candis.hogg@aptea.com","A","BRONZE",08-AUG-92,"F","","",,"","C4","Corrected - all elements have been checked"
3660300,"Donnette Amaker","Ms.","Donnette","","Amaker","","","4001 GENERAL DEGAULLE DR","","NEW ORLEANS","LA","70114-8220","USA","(504) 361-5557","damaker@aptea.com","A","SILVER",14-JAN-75,"F","","",,"","C4","Corrected - all elements have been checked"
3668700,"Sadie Virden","Ms.","Sadie","","Virden","","","3711 POWER BLVD","","METAIRIE","LA","70003-3446","USA","(504) 455-3711","sav-a-center@aptea.com","A","SILVER",01-NOV-77,"F","","",,"","C4","Corrected - all elements have been checked"
3651900,"Chrysa Bagwell","","Chrysa","","Bagwell","","","1000 W ESPLANADE AVE","","KENNER","LA","70065-6208","USA","(504) 468-2453","chrysa.b@aptea.com","A","SILVER",01-APR-76,"U","","",,"","C4","Corrected - all elements have been checked"
3654000,"Bellda Gonyer","","Bellda","","Gonyer","","","400 N CARROLLTON AVE","","NEW ORLEANS","LA","70119-4703","USA","(504) 488-2129","bellda.g@aptea.com","A","BRONZE",08-APR-00,"U","","",,"","C4","Corrected - all elements have been checked"
3662400,"Ellard Mires","","Ellard","","Mires","","","2701 AIRLINE DR","","METAIRIE","LA","70001-5999","USA","(504) 828-4101","ellard.mires@aptea.com","A","SILVER",02-APR-76,"U","","",,"","C4","Corrected - all elements have been checked"
3664500,"Anya Huges","Ms.","Anya","","Huges","","","717 CLEARVIEW PKWY","","METAIRIE","LA","70001-4643","USA","(504) 828-8889","sav-a-center@aptea.com","A","SILVER",25-SEP-88,"F","","",,"","C4","Corrected - all elements have been checked"
3656100,"Kelton Anthis","Mr.","Kelton","","Anthis","","","4500 TCHOUPITOULAS ST","","NEW ORLEANS","LA","70115-1520","USA","(504) 896-7910","ka@aptea.com","A","BRONZE",31-OCT-74,"M","","",,"","C4","Corrected - all elements have been checked"
2900100,"Davis Meine","Mr.","Davis","","Meine","","","1801 MISSOURI BLVD","","JEFFERSON CITY","MO","65109-1735","USA","(573) 635-4666","davis.m@schnucks.com","A","SILVER",18-OCT-92,"M","","",,"","C4","Corrected - all elements have been checked"
3542700,"Minica Sgro","","Minica","","Sgro","","","609 E BAY AVE","","MANAHAWKIN","NJ","08050-3333","USA","(609) 597-6360","minica.sgro@aptea.com","I","GOLD",13-JUL-92,"U","","",,"","C4","Corrected - all elements have been checked"
3559500,"Godfree Artiaga","","Godfree","","Artiaga","","","447 UWCHLAN AVE","","CHESTER SPRINGS","PA","19425-2232","USA","(610) 594-8272","super fresh @aptea.com","A","SILVER",26-SEP-88,"U","","",,"","C4","Corrected - all elements have been checked"
3553200,"Marisol Woodland","Ms.","Marisol","","Woodland","","","1110 YOUNGS FORD RD","","GLADWYNE","PA","19035-1342","USA","(610) 649-3279","superfresh @aptea.com","A","SILVER",26-OCT-74,"F","","",,"","C4","Corrected - all elements have been checked"
3555300,"Mercie Artiaga","","Mercie","","Artiaga","","","250 E LANCASTER AVE","","WYNNEWOOD","PA","19096-2126","USA","(610) 896-7090","martiaga@aptea.com","A","GOLD",03-DEC-74,"U","","",,"","C4","Corrected - all elements have been checked"
2910600,"Heda Porterfield","","Heda","","Porterfield","","","2665 N ILLINOIS ST","","SWANSEA","IL","62226-2302","USA","(618) 236-1414","heda.p@schnucks.com","A","GOLD",24-MAR-00,"U","","",,"","C4","Corrected - all elements have been checked"
2908500,"","","","","","","","2511 STATE ST","","EAST SAINT LOUIS","IL","62205-2322","USA","(618) 274-2000","eugenius.h@schnucks.com","A","BRONZE",03-NOV-74,"U","","",,"","C4","Corrected - all elements have been checked"
2893800,"Hersh Lanz","","Hersh","","Lanz","","","915 W MAIN ST","","CARBONDALE","IL","62901-2330","USA","(618) 351-0463","hersh.l@schnucks.com","A","SILVER",25-JUN-92,"U","","",,"","C4","Corrected - all elements have been checked"
2891700,"","","","","","","","111 HILLTOP TRL","","EUREKA","MO","63025-3172","USA","(636) 938-4102","info@schnucks.com","A","BRONZE",21-NOV-92,"U","","",,"","C4","Corrected - all elements have been checked"
2902200,"Belva Broten","Ms.","Belva","","Broten","","","2642 CHARLES ST","","ROCKFORD","IL","61108-1671","USA","(815) 484-2453","belva.b@schnucks.com","A","BRONZE",29-JUL-88,"F","","",,"","C4","Corrected - all elements have been checked"
2904300,"Sweyn Juliar","","Sweyn","","Juliar","","","6100 QUINCE RD","","MEMPHIS","TN","38119-7254","USA","(901) 765-4860","sweyn.j@schnucks.com","A","SILVER",12-SEP-92,"U","","",,"","C4","Corrected - all elements have been checked"
3601500,"Anastassia Zaragosa","","Anastassia","","Zaragosa","","","760 MONO WAY","","SONORA","CA","95370-5233","USA","(209) 533-7657","az@costuless.com","A","BRONZE",22-AUG-86,"U","","",,"","C4","Corrected - all elements have been checked"
3603600,"Cullen Wachs","Mr.","Cullen","","Wachs","","","4525 AKIA RD","","KAPAA","HI","96746-1602","USA","(808) 823-6803","cullen_wachs@costuless.com","A","SILVER",10-JAN-75,"M","","",,"","C4","Corrected - all elements have been checked"
3595200,"Fannie Nails","Ms.","Fannie","","Nails","","","2605 8TH ST S","","MOORHEAD","MN","56560-4203","USA","(218) 291-9340","fannie_nails@nashfinch.com","A","SILVER",04-JUL-92,"F","","",,"","C4","Corrected - all elements have been checked"
3593100,"Lyle Bartman","Mr.","Lyle","","Bartman","","","1205 W LINCOLN AVE","","FERGUS FALLS","MN","56537-1003","USA","(218) 739-5272","lb@nashfinch.com","A","BRONZE",01-JAN-93,"M","","",,"","C4","Corrected - all elements have been checked"
3599400,"Minerva McCulla","Ms.","Minerva","","McCulla","","","1921 W A ST","","NORTH PLATTE","NE","69101-4577","USA","(308) 532-7134","minerva_mcculla@nashfinch.com","A","SILVER",14-AUG-92,"F","","",,"","C4","Corrected - all elements have been checked"
3588900,"Jac Stough","Mr.","Jac","","Stough","","","20 STATE ST","","GRAND ISLAND","NE","68803-2352","USA","(308) 384-5773","jac.stough@nashfinch.com","A","GOLD",14-NOV-77,"M","","",,"","C2","Corrected - but delivery status unclear (lack of reference data)"
3624600,"Loredo Harkness","","Loredo","","Harkness","","","1000 9TH AVE SE","","WATERTOWN","SD","57201-5225","USA","(605) 886-7490","lh@nashfinch.com","A","GOLD",27-OCT-92,"U","","",,"","C4","Corrected - all elements have been checked"
3584700,"Zelda Dechick","Ms.","Zelda","","Dechick","","","1100 13TH AVE E","","WEST FARGO","ND","58078-3376","USA","(701) 277-5566","zelda_dechick@nashfinch.com","I","GOLD",14-JUL-92,"F","","",,"","C4","Corrected - all elements have been checked"
3626700,"Estus Betancourt","","Estus","","Betancourt","","","2351 COULEE RD","","HUDSON","WI","54016-9177","USA","(715) 381-1413","estus.b@nashfinch.com","A","SILVER",15-SEP-83,"U","","",,"","C4","Corrected - all elements have been checked"
3628800,"Fortunato Kilker","Mr.","Fortunato","","Kilker","","","1217 E CHESTNUT ST","","CHILTON","WI","53014-1621","USA","(920) 849-4015","fortunato.k@nashfinch.com","A","BRONZE",20-JUN-92,"M","","",,"","C4","Corrected - all elements have been checked"
3586800,"Doloris Reisinger","Ms.","Doloris","","Reisinger","","","217 S 3RD ST","","STERLING","CO","80751-4221","USA","(970) 522-2904","doloris_reisinger@nashfinch.com","A","SILVER",22-NOV-77,"F","","",,"","C4","Corrected - all elements have been checked"
180000,"Derek Wright","Mr.","Derek","","Wright","","","1405 STARSHADOW DR","","RICHARDSON","TX","75081-2551","USA","(972) 583-1730","DerekWright@ehpt.com","A","SILVER",08-DEC-72,"M","","",,"","C4","Corrected - all elements have been checked"
620000,"Patrick Nordqvist","Mr.","Patrick","","Nordqvist","","","10440 N CENTRAL EXPY FL 7","","DALLAS","TX","75231-2221","USA","(972) 583-2104","PatrickNordqvist@ehpt.com","A","GOLD",26-DEC-85,"M","","",,"","C4","Corrected - all elements have been checked"
800000,"Ronald Zimmer","Mr.","Ronald","","Zimmer","","","902 TYLER CT","","ALLEN","TX","75013-5463","USA","(972) 583-2232","RonaldZimmer@ehpt.com","A","BRONZE",17-FEB-78,"M","","",,"","C4","Corrected - all elements have been checked"
450000,"Johan Hesslind","Mr.","Johan","","Hesslind","","","10440 N CENTRAL EXPY","","DALLAS","TX","75231-2221","USA","(972) 583-2312","JohanHesslind@ehpt.com","A","SILVER",18-OCT-74,"M","","",,"","C4","Corrected - all elements have been checked"
160000,"Darlene Smith","Ms.","Darlene","","Smith","","","10440 N CENTRAL EXPY # 710","","DALLAS","TX","75231-2221","USA","(972) 583-3180","DarlenEastSmith@ehpt.com","I","SILVER",06-APR-84,"F","","",,"","C4","Corrected - all elements have been checked"
1105,"Richard Coleman","Mr.","Richard","","Coleman","","","2505 PIEDRA DR","","PLANO","TX","75023-5332","USA","(972) 758-9343","RColeman@aol.com","A","GOLD",29-MAY-86,"M","Maestro"," 6761-0703-8611",01-JUL-15,"","C4","Corrected - all elements have been checked"
740000,"Richard Coleman","Mr.","Richard","","Coleman","","","2505 PIEDRA DR","","PLANO","TX","75023-5332","USA","(972) 758-9343","RichardColeman@ehpt.com","A","BRONZE",11-FEB-78,"M","","",,"","C4","Corrected - all elements have been checked"
3387300,"Silvanus Brannan","","Silvanus","","Brannan","","","22 W MAIN ST","","DENVILLE","NJ","07834-2131","USA","(973) 627-4805","key food@keyfoodstores.com","A","SILVER",24-JUN-92,"U","","",,"","C4","Corrected - all elements have been checked"
2776200,"Landers Holsten","","Landers","","Holsten","","","160 KINGSLAND RD","","CLIFTON","NJ","07014-1915","USA","(973) 779-6697","landers_holsten@stopandshop.com","A","SILVER",03-NOV-92,"U","","",,"","C4","Corrected - all elements have been checked"
2772000,"","","","","","","","90 PLEASANT VALLEY ST","","METHUEN","MA","01844-7212","USA","(978) 837-6660","super stop & shop@stopandshop.com","A","SILVER",08-JUL-92,"U","","",,"","C4","Corrected - all elements have been checked"
3561600,"Alisha Schwadron","Ms.","Alisha","","Schwadron","","","333 BROOK ST","","CLINTON","MA","01510-1717","USA","(978) 368-7909","alisha.schwadron@hannaford.com ","A","SILVER",24-JUL-92,"F","","",,"","C4","Corrected - all elements have been checked"
3580500,"Amaras McGlown","","Amaras","","McGlown","","","977 MERRIAM AVE","","LEOMINSTER","MA","01453-1200","USA","(978) 534-9323","amcglown@hannaford.com ","A","SILVER",30-SEP-88,"U","","",,"","C4","Corrected - all elements have been checked"
2942100,"Brinda Hase","Ms.","Brinda","","Hase","","","118 LANCASTER ST","","LEOMINSTER","MA","01453-3833","USA","(978) 537-1327","brinda.h@hannaford.com ","A","GOLD",03-OCT-88,"F","","",,"","C4","Corrected - all elements have been checked"
3578400,"Boyd O. Holsten","Mr.","Boyd","O.","Holsten","","","5 WASHINGTON ST","","HUDSON","MA","01749-2409","USA","(978) 562-6613","boyd_holsten@hannaford.com ","A","BRONZE",15-JUN-71,"M","","",,"","C4","Corrected - all elements have been checked"
2950500,"Kaci Dishaw","Ms.","Kaci","","Dishaw","","","18 MAIN ST","","TOWNSEND","MA","01469-1300","USA","(978) 597-5909","kaci.d@hannaford.com ","A","GOLD",28-MAR-00,"F","","",,"","C4","Corrected - all elements have been checked"
2935800,"Neville VanDyck","Mr.","Neville","","VanDyck","","","21 TIMPANY BLVD","","GARDNER","MA","01440-2905","USA","(978) 632-6139","neville.v@hannaford.com ","A","GOLD",18-NOV-77,"M","","",,"","C4","Corrected - all elements have been checked"
3563700,"Milagro Oles","Ms.","Milagro","","Oles","","","776 TIMPANY BLVD","","GARDNER","MA","01440-3449","USA","(978) 632-6139","milagro.o@hannaford.com ","I","GOLD",04-OCT-88,"F","","",,"","C4","Corrected - all elements have been checked"
2946300,"Koenraad Wilcher","","Koenraad","","Wilcher","","","22 FITCHBURG RD","","AYER","MA","01432-1004","USA","(978) 772-7593","koenraad.w@hannaford.com ","A","SILVER",30-AUG-92,"U","","",,"","C4","Corrected - all elements have been checked"
3162600,"Hermy McLean","","Hermy","","McLean","","","6433 BARBARA ST","","INDIAN RIVER","MI","49749-9010","USA","(231) 238-9342","hermy_mclean@spartanstores.com","A","SILVER",03-DEC-92,"U","","",,"","C4","Corrected - all elements have been checked"
3131100,"Ulrica Teter","","Ulrica","","Teter","","","602 S MITCHELL ST","","CADILLAC","MI","49601-2510","USA","(231) 775-4233","ulrica.teter@spartanstores.com","I","BRONZE",30-DEC-92,"U","","",,"","C4","Corrected - all elements have been checked"
3150000,"Reamonn Pelzer","","Reamonn","","Pelzer","","","24445 DRAKE RD","","FARMINGTON HILLS","MI","48335-2556","USA","(248) 427-7400","reamonn_pelzer@spartanstores.com","I","SILVER",19-SEP-88,"U","","",,"","C4","Corrected - all elements have been checked"
3171000,"Erich Virden","Mr.","Erich","","Virden","","","1000 E CORK ST","","KALAMAZOO","MI","49001-4823","USA","(269) 342-8633","erich_virden@spartanstores.com","A","SILVER",16-OCT-92,"M","","",,"","C4","Corrected - all elements have been checked"
3168900,"Desmond Paylor","Mr.","Desmond","","Paylor","","","1824 PORTAGE ST","","KALAMAZOO","MI","49001-3832","USA","(269) 345-2558","info@spartanstores.com","A","BRONZE",06-JAN-93,"M","","",,"","C4","Corrected - all elements have been checked"
3173100,"Marthe Chasse","Ms.","Marthe","","Chasse","","","5161 W MAIN ST","","KALAMAZOO","MI","49009-1003","USA","(269) 381-0244","marthe_chasse@spartanstores.com","A","GOLD",,"F","","",,"","C4","Corrected - all elements have been checked"
3129000,"Su Schack","Ms.","Su","","Schack","","","14 W MONROE ST","","BANGOR","MI","49013-1352","USA","(269) 427-8287","sschack@spartanstores.com","I","BRONZE",14-NOV-92,"F","","",,"","C4","Corrected - all elements have been checked"
3154200,"Yi Palone","","Yi","","Palone","","","125 E MAIN ST","","FENNVILLE","MI","49408-5114","USA","(269) 561-4111","yp@spartanstores.com","A","GOLD",26-OCT-92,"U","","",,"","C4","Corrected - all elements have been checked"
3122700,"","","","","","","","1596 LINCOLN RD","","ALLEGAN","MI","49010-9104","USA","(269) 673-3579","spartan stores @spartanstores.com","A","GOLD",10-NOV-77,"U","","",,"","C4","Corrected - all elements have been checked"
3120600,"Madaline Holz","Ms.","Madaline","","Holz","","","100 MONROE ST","","ALLEGAN","MI","49010-1363","USA","(269) 673-4234","madaline_holz@spartanstores.com","A","BRONZE",12-JUN-92,"F","","",,"","C4","Corrected - all elements have been checked"
31500,"Garnette Yum","Ms.","Garnette","","Yum","","","25200 VAN BORN RD","","DEARBORN HEIGHTS","MI","48125-2010","USA","(313) 292-7400","spartan stores @spartanstores.com","A","GOLD",07-OCT-88,"F","","",,"","C4","Corrected - all elements have been checked"
955500,"Nereida McMorran","Ms.","Nereida","","McMorran","","","4650 S BEECH DALY ST","","DEARBORN HEIGHTS","MI","48125-1571","USA","(313) 295-2474","nereida_mcmorran@spartanstores.com","A","SILVER",24-NOV-74,"F","","",,"","C4","Corrected - all elements have been checked"
3139500,"Marissa Noga","Ms.","Marissa","","Noga","","","12715 W WARREN AVE","","DEARBORN","MI","48126-1530","USA","(313) 584-5445","mnoga@spartanstores.com","A","GOLD",04-SEP-92,"F","","",,"","C4","Corrected - all elements have been checked"
3145800,"Sweyn Manganaro","","Sweyn","","Manganaro","","","940 TROWBRIDGE RD","","EAST LANSING","MI","48823-5218","USA","(517) 351-5760","sm@spartanstores.com","A","SILVER",27-NOV-74,"U","","",,"","C4","Corrected - all elements have been checked"
3177300,"","","","","","","","7880 NAPOLEON","","NAPOLEON","MI","49261-9006","USA","(517) 536-4525","eufemia_belliveau@spartanstores.com","A","BRONZE",09-NOV-74,"U","","",,"","C4","Corrected - all elements have been checked"
3118500,"","","","","","","","1406 N EATON ST","","ALBION","MI","49224-9470","USA","(517) 629-6313","info@spartanstores.com","A","BRONZE",01-OCT-92,"U","","",,"","C4","Corrected - all elements have been checked"
3166800,"Lotti Dostie","","Lotti","","Dostie","","","2105 W MICHIGAN AVE","","JACKSON","MI","49202-4011","USA","(517) 788-6920","lotti_dostie@spartanstores.com","A","SILVER",04-JAN-75,"U","","",,"","C4","Corrected - all elements have been checked"
3179400,"Annabel S. Theodorou","Ms.","Annabel","S.","Theodorou","","","999 REED ST","","NASHVILLE","MI","49073-9347","USA","(517) 852-1991","annabel_theodorou@spartanstores.com","A","BRONZE",13-OCT-77,"F","","",,"","C4","Corrected - all elements have been checked"
3147900,"Basir Scheiber","","Basir","","Scheiber","","","20900 GRATIOT AVE","","EASTPOINTE","MI","48021-2857","USA","(586) 773-5611","bs@spartanstores.com","A","GOLD",20-DEC-92,"U","","",,"","C4","Corrected - all elements have been checked"
3124800,"Constantino Cragg","Ms.","Constantino","","Cragg","","","6101 LAKE MICHIGAN DR","","ALLENDALE","MI","49401-9215","USA","(616) 895-6665","ccragg@spartanstores.com","A","SILVER",17-OCT-92,"F","","",,"","C4","Corrected - all elements have been checked"
3133200,"","","","","","","","520 S LILLEY RD","","CANTON","MI","48188-1104","USA","(734) 844-2200","kellen.slayton@spartanstores.com","A","GOLD",18-DEC-92,"U","","",,"","C4","Corrected - all elements have been checked"
3156300,"Jolanta Wachs","Ms.","Jolanta","","Wachs","","","18005 SILVER PKWY","","FENTON","MI","48430-3421","USA","(810) 629-2627","jolanta.w@spartanstores.com","A","SILVER",04-NOV-92,"F","","",,"","C4","Corrected - all elements have been checked"
3158400,"Alfredia Chaves","Ms.","Alfredia","","Chaves","","","7461 N GENESEE RD","","GENESEE","MI","48437-9800","USA","(810) 640-2030","alfredia_chaves@spartanstores.com","A","SILVER",30-NOV-92,"F","","",,"","C4","Corrected - all elements have been checked"
3126900,"Stanislaw Bartman","Mr.","Stanislaw","","Bartman","","","721 N VAN DYKE RD","","BAD AXE","MI","48413-9188","USA","(989) 269-7442","spartan stores @spartanstores.com","A","BRONZE",20-NOV-92,"M","","",,"","C4","Corrected - all elements have been checked"
3152100,"Suzy Trapani","Ms.","Suzy","","Trapani","","","2545 W CADILLAC DR","","FARWELL","MI","48622-9757","USA","(989) 588-6682","info@spartanstores.com","A","BRONZE",04-AUG-92,"F","","",,"","C4","Corrected - all elements have been checked"
3051300,"Lissy Lindeman","","Lissy","","Lindeman","","","255 LAKESHORE PKWY","","HOMEWOOD","AL","35209-7109","USA","(205) 943-1997","lissy_lindeman@superpetz.com","A","GOLD",09-DEC-74,"U","","",,"","C4","Corrected - all elements have been checked"
3049200,"Milford Borrelli","Mr.","Milford","","Borrelli","","","7958 CRESTWOOD BLVD","","IRONDALE","AL","35210-2612","USA","(205) 951-1975","mborrelli@superpetz.com","A","SILVER",23-OCT-77,"M","","",,"","C4","Corrected - all elements have been checked"
1008,"John Smith","Mr.","John","","Smith","","","2125 UPPER 45TH ST E","","INVER GROVE HEIGHTS","MN","55077-1338","USA","(206) 389-4227","JSmith@gmail.com","A","GOLD",04-SEP-01,"M","Diners Club Carte Bl"," 30-5814-5816-0762",01-JUN-15,"","C4","Corrected - all elements have been checked"
3647700,"Eric Strassburg","Mr.","Eric","","Strassburg","","","51 S SPRUCE ST","","BLACKFOOT","ID","83221-2154","USA","(208) 785-4261","eric.s@pignet.com","A","BRONZE",13-APR-00,"M","","",,"","C4","Corrected - all elements have been checked"
3649800,"Kiele Dalman","","Kiele","","Dalman","","","130 S 4TH ST","","MONTPELIER","ID","83254-1538","USA","(208) 847-2990","kd@pignet.com","A","BRONZE",09-JUN-71,"U","","",,"","C4","Corrected - all elements have been checked"
50000,"B J Kemple","","B","J","Kemple","","","4506 LIVELY LN","","DALLAS","TX","75220-2008","USA","(214) 904-9704","BKemple@ehpt.com","A","SILVER",18-APR-99,"U","","",,"","C4","Corrected - all elements have been checked"
2814000,"Placida Rozell","Ms.","Placida","","Rozell","","","1501 S DIRKSEN PKWY","","SPRINGFIELD","IL","62703-2128","USA","(217) 525-2372","placida.r@shop-n-save.co.uk","A","SILVER",25-DEC-92,"F","","",,"","C4","Corrected - all elements have been checked"
2809800,"","","","","","","","1755 WABASH AVE","","SPRINGFIELD","IL","62704-5482","USA","(217) 787-1471","lforonda@shop-n-save.co.uk","A","GOLD",29-OCT-92,"U","","",,"","C4","Corrected - all elements have been checked"
3486000,"","","","","","","","2215 80TH ST","","KENOSHA","WI","53143-5756","USA","(262) 654-6961","info@pigglywiggly.com","A","SILVER",03-JUL-92,"U","","",,"","C4","Corrected - all elements have been checked"
3479700,"Lovel Cassell","","Lovel","","Cassell","","","1414 E GENEVA ST","","DELAVAN","WI","53115-2025","USA","(262) 728-2638","lovel_cassell@pigglywiggly.com","A","SILVER",05-JAN-75,"U","","",,"","C4","Corrected - all elements have been checked"
3061800,"Blondelle Lape","","Blondelle","","Lape","","","6305 S WESTNEDGE AVE","","PORTAGE","MI","49002-3545","USA","(269) 329-4888","blondelle_lape@superpetz.com","A","SILVER",25-JUL-92,"U","","",,"","C4","Corrected - all elements have been checked"
520000,"Joseph Tass","Mr.","Joseph","","Tass","","","PO BOX 164","","RIVERDALE","MD","20738-0164","USA","(301) 946-6533","JosephTass@stsc.com","A","SILVER",16-DEC-85,"M","","",,"","C4","Corrected - all elements have been checked"
3059700,"Rusticus Whitacre","","Rusticus","","Whitacre","","","1275 W PATRICK ST","","FREDERICK","MD","21702-4886","USA","(301) 631-9010","superpetz@superpetz.com","A","SILVER",10-DEC-92,"U","","",,"","C4","Corrected - all elements have been checked"
3620400,"Ilise Lechler","","Ilise","","Lechler","","","3745 E LINCOLNWAY","","CHEYENNE","WY","82001-6300","USA","(307) 778-3018","ilise.l@nashfinch.com","A","SILVER",09-DEC-92,"U","","",,"","C4","Corrected - all elements have been checked"
3630900,"Rosaleen Betancourt","Ms.","Rosaleen","","Betancourt","","","1975 NATIONAL BLVD","","GALESBURG","IL","61401-1488","USA","(309) 344-1100","rbetancourt@hy vee.com","A","SILVER",19-AUG-92,"F","","",,"","C4","Corrected - all elements have been checked"
3607800,"Nathalie Fullbright","Ms.","Nathalie","","Fullbright","","","403 N VETERANS PKWY","","BLOOMINGTON","IL","61704-7718","USA","(309) 663-8323","nathalie_fullbright@co.uk","A","BRONZE",02-NOV-74,"F","","",,"","C4","Corrected - all elements have been checked"
3633000,"Derwin Brumett","Mr.","Derwin","","Brumett","","","201 10TH AVE W","","MILAN","IL","61264-2342","USA","(309) 787-0273","dbrumett@hy vee.com","A","GOLD",,"M","","",,"","C4","Corrected - all elements have been checked"
2788800,"Ragnar Kinzel","Mr.","Ragnar","","Kinzel","","","26400 FORD RD","","DEARBORN HEIGHTS","MI","48127-2894","USA","(313) 274-8340","rk@aptea.com","A","SILVER",13-DEC-74,"M","","",,"","C4","Corrected - all elements have been checked"
2828700,"","","","","","","","1275 N TRUMAN BLVD","","FESTUS","MO","63028-1176","USA","(314) 464-5446","shop'n save@shop-n-save.co.uk","A","BRONZE",20-DEC-74,"U","","",,"","C4","Corrected - all elements have been checked"
2826600,"John Cirilo","Mr.","John","","Cirilo","","","49 N FLORISSANT RD","","FERGUSON","MO","63135-2331","USA","(314) 521-1854","john.cirilo@shop-n-save.co.uk","A","BRONZE",13-JUN-71,"M","","",,"","C4","Corrected - all elements have been checked"
2837100,"Jens Bolster","Mr.","Jens","","Bolster","","","1032 LEMAY FERRY RD","","LEMAY","MO","63125-1744","USA","(314) 544-2505","jens.bolster@shop n save.co.uk","A","SILVER",06-JUL-92,"M","","",,"","C4","Corrected - all elements have been checked"
2839200,"Jessalin Stober","","Jessalin","","Stober","","","7355 MANCHESTER RD","","MAPLEWOOD","MO","63143-3107","USA","(314) 644-2908","jessalin.s@shop n save.co.uk","A","SILVER",29-SEP-88,"U","","",,"","C4","Corrected - all elements have been checked"
2832900,"","","","","","","","175 FLOWER VALLEY SHOPPING CTR","","FLORISSANT","MO","63033-1643","USA","(314) 837-7771","orestes_membreno@shop-n-save.co.uk","A","SILVER",30-JUN-92,"U","","",,"","C4","Corrected - all elements have been checked"
2816100,"","","","","","","","5780 S LINDBERGH BLVD","","AFFTON","MO","63123-6937","USA","(314) 842-0103","info@shop n save.co.uk","A","BRONZE",11-NOV-74,"U","","",,"","C4","Corrected - all elements have been checked"
9893100,"Franciskus Wittenberg","","Franciskus","","Wittenberg","","","10805 OLD HALLS FERRY RD","","SAINT LOUIS","MO","63136-4542","USA","(314) 868-0768","fwittenberg@shop n save.co.uk","A","SILVER",10-OCT-92,"U","","",,"","C4","Corrected - all elements have been checked"
2835000,"Tremain Sterba","","Tremain","","Sterba","","","10461 MANCHESTER RD","","KIRKWOOD","MO","63122-1522","USA","(314) 984-0322","tremain_sterba@shop n save.co.uk","I","BRONZE",21-DEC-74,"U","","",,"","C4","Corrected - all elements have been checked"
3639300,"Lynnet Fenwick","","Lynnet","","Fenwick","","","505 BOYSON RD NE","","CEDAR RAPIDS","IA","52402-7284","USA","(319) 294-9008","lfenwick@hy vee.com","A","SILVER",16-NOV-74,"U","","",,"","C4","Corrected - all elements have been checked"
3637200,"Atalanta McKiddy","","Atalanta","","McKiddy","","","939 ANGULAR ST","","BURLINGTON","IA","52601-3918","USA","(319) 752-3657","atalanta.mckiddy@hy-vee.com","A","BRONZE",29-APR-76,"U","","",,"","C4","Corrected - all elements have been checked"
3643500,"Rosalba Terhaar","Ms.","Rosalba","","Terhaar","","","8941 LARIAT RD","","PARK CITY","UT","84098-4822","USA","(435) 527-1833","rt@pignet.com","A","SILVER",15-OCT-92,"F","","",,"","C4","Corrected - all elements have been checked"
3496500,"Minna Gaydos","Ms.","Minna","","Gaydos","","","150 W CENTRAL ST","","NATICK","MA","01760-4106","USA","(508) 655-5540","minna_gaydos@rochebros.com","A","SILVER",17-DEC-74,"F","","",,"","C4","Corrected - all elements have been checked"
3509100,"Jase Winsett","","Jase","","Winsett","","","5 WASHINGTON ST","","NORTH EASTON","MA","02356-1010","USA","(508) 230-8755","jase_winsett@rochebros.com","I","SILVER",05-OCT-92,"U","","",,"","C4","Corrected - all elements have been checked"
3498600,"","","","","","","","175 MANSFIELD AVE","","NORTON","MA","02766-1333","USA","(508) 285-3600","stormie_ballow@rochebros.com","A","GOLD",11-DEC-74,"U","","",,"","C4","Corrected - all elements have been checked"
35700,"Jair Lagrange","Mr.","Jair","","Lagrange","","","6 MILLISTON RD","","MILLIS","MA","02054-1600","USA","(508) 376-2091","jair_lagrange@rochebros.com","A","BRONZE",31-DEC-74,"M","","",,"","C4","Corrected - all elements have been checked"
