"PARTY_ID","NAME","ADDRESS","ADDRESS2","CITY","STATE","ZIPCODE","COUNTRY","PHONE","EMAIL","STATUS","TIER","GENDER","DOB","CC_TYPE","CC_NUM","CC_EXP_DT"
3301200,"ZAIDA ROCHON","2325 North Main","","Liberty","TX","77575","US","Phone: (936) 336-7506","zaida.rochon@brookshire-brothers.com","LIVE",3,"",27-SEP-92,"","",
3294900,"AURIA NIEMEIER","2601 11th Street","","Huntsville","TX","77340","US","Phone: (936) 435 1205","an@brookshire brothers.com","I",3,"",24-DEC-74,"","",
3307500,"CIDA LUNDE","14981 Us Highway 190 West","","Onalaska","TX","77360","US","Phone: (936) 646-2414","cida.lunde@brookshire-brothers.com","LIVE",2,"",17-AUG-92,"","",
3305400,"FAUSTINO PESCHEL","309 North Lasalle","","Navasota","TX","77868","US","Phone: (936) 825-6204","brookshire brothers@brookshire-brothers.com","I",2,"",24-OCT-77,"","",
2858100,"ALYSA LIEBSCH","370 BLOOMFIELD AVENUE","","CALDWELL","NJ","7006","US","PHONE: (973) 226-2123","alysa_liebsch@foodtown.com","LIVE",1,"",19-DEC-92,"","",
2862300,"BARTHOL DISHAW","525 Irvington Ave","","NEWARK","NJ","7106","US","PHONE: (973) 416-8602","barthol.d@foodtown.com","Incactive",2,"",25-NOV-92,"","",
2847600,"GAUTIOUS MURR","1068 High Mountain Rd","","NORTH HALEDON","NJ","7508","US","PHONE: (973) 423-5501","gm@foodtown.com","LIVE",2,"",22-OCT-77,"","",
2864400,"EUSTIS BENHAM","810 North 6th St","","NEWARK","NJ","7107","US","PHONE: (973) 485-2322","eb@foodtown.com","LIVE",1,"",05-OCT-88,"","",
2860200,"GILLI DIXIN","597 Pompton Ave","","CEDAR GROVE","NJ","7009","US","PHONE: (973) 595 0652","gilli_dixin@foodtown.com","LIVE",3,"",29-SEP-92,"","",
2845500,"Store Manager","408 Haledon Ave","","HALEDON","NJ","7508","US","PHONE: (973) 942 9332","foodtown@foodtown.com","Incactive",2,"",29-JUN-92,"","",
3292800,"HAYDEN DECHICK","801 South Mccarty","","Eagle Lake","TX","77434","","Phone: (979) 234-2022","hdechick@brookshire-brothers.com","LIVE",1,"",16-APR-76,"","",
3288600,"JAC SLIWA","720 South Front Street","","Bellville","TX","77418","US","Phone: (979) 865 9142","jsliwa@brookshire brothers.com","LIVE",2,"",14-OCT-92,"","",
3519600,"MINICA L. HOCH","4330 48th Street Nw","","Washington","DC","20016","US","Phone: 202.362.4208 ","minica.h@aptea.com","LIVE",3,"",02-AUG-92,"","",
3549000,"ANASTASSIA ABELAR","800 Street & Bustleton Pike","","Richboro","PA","18954","US","Phone: 215.953.6670 ","anastassia.abelar@aptea.com","A",2,"",13-SEP-92,"","",
2898000,"JUNIA LONEY","109 N Mattis Rd","","Champaign","IL","61821","US","Phone: 217 351 2600","junia.l@schnucks.com","LIVE",1,"",10-SEP-92,"","",
2895900,"SHEPLEY DEMUTH","200 N Vine St","","Urbana","IL","61801","US","Phone: 217-337-6016","shepley.d@schnucks.com","LIVE",1,"",15-NOV-77,"","",
3538500,"DILAN BIONDOLILLO","504 Ridgeville Blvd","","Mount Airy","MD","21771","US","Phone: 301.829.6400 ","dilan.biondolillo@aptea.com","LIVE",2,"",16-SEP-92,"","",
3523800,"NANDOR SATER","401 New London Rd","","Newark","DE","19711","US","Phone: 302.368.4222 ","nandor.sater@aptea.com","LIVE",1,"",22-JUL-92,"","",
3530100,"WYCK ZIEMANN","700 Plaza Dr","","Glasgow","DE","19702","USA","Phone: 302.453.8101 ","wyck.ziemann@aptea.com","LIVE",2,"",05-APR-76,"","",
3521700,"EMERSEN BALLOW","2044 New Castle Ave","","New Castle","DE","19720","US","Phone: 302.654.4948 ","emersen.b@aptea.com","Incactive",1,"",21-JUL-92,"","",
3525900,"ALAYNE YOSHIMOTO","25 Greentree Dr","","Dover","DE","19901","US","Phone: 302.674.9000 ","alayne.yoshimoto@aptea.com","LIVE",3,"",13-JUN-92,"","",
3528000,"MARGA JANOWSKI","2105 Philadelphia Pike","","Claymont","DE","19703","US","Phone: 302.798.4557 ","marga.janowski@aptea.com","Active",3,"",28-DEC-92,"","",
2887500,"STANWIN COUTURIER","9785 St Charles Rock Rd","","Saint Louis","MO","63114","US","Phone: 314 428 8282","stanwin.c@schnucks.com","LIVE",1,"",15-MAR-78,"","",
2889600,"HEZEKIAH ALBERTO CLOGSTON","10148 West Florissant","","Saint Louis","MO","63136","US","Phone: 314 869 6700","hezekiah.c@schnucks.com","LIVE",3,"",18-JUN-92,"","",
2885400,"DANITA WHITTLE *** NO LONGER EMPLOYED ***","60 Hampton Village Plaza","","Saint Louis","MO","63109","US","Phone: 314-353-5060","info@schnucks.com","LIVE",2,"",06-DEC-92,"","",
4200,"SYSTEMTEST","3301 North Ridge Rd","","Ellicott City","MD","21043","US","Phone: 410.480.1476 ","info@aptea.com","LIVE",2,"",02-NOV-92,"","",
3536400,"VERINE KRUCKEBERG","1238 Putty Hill","","Towson","MD","21286","US","Phone: 410.583.1459 ","verine.kruckeberg@aptea.com","LIVE",3,"",26-NOV-77,"","",
3534300,"HERMILA JOHNSRUD","2401 Cleanleigh Dr","","Baltimore","MD","21234","US","Phone: 410.663.9600 ","hermila.johnsrud@aptea.com","LIVE",2,"",09-JUL-92,"","",
3532200,"KIELE SCOGGINS","17 Washington Square","","Chestertown","MD","21620","US","Phone: 410.778.9535 ","kiele.scoggins@aptea.com","LIVE",2,"",06-NOV-92,"","",
3658200,"CANDIS HOGG","6001 Bullard Ave","","New Orleans","LA","70128","US","Phone: 504.245.1500","candis.hogg@aptea.com","LIVE",3,"",08-AUG-92,"","",
3670800,"MARQUITA KILKER","8315 W Judge Perez Dr","","Chalmette","LA","70043","","Phone: 504.279.6000","sav-a-center@aptea.com","LIVE",1,"",17-APR-76,"","",
3660300,"DONNETTE AMAKER","4001 General Degaulle","","Algiers","LA","70114","US","Phone: 504.361.5557","damaker@aptea.com","LIVE",2,"",14-JAN-75,"","",
3668700,"SADIE VIRDEN","3711 Power Blvd","","Metairie","LA","70003","US","Phone: 504.455.3711","sav-a-center@aptea.com","A",2,"",01-NOV-77,"","",
3651900,"CHRYSA BAGWELL","1000 W Esplanade Ave","","Kenner","LA","70065","USA","Phone: 504.468.2453","chrysa.b@aptea.com","LIVE",2,"",01-APR-76,"","",
3654000,"BELLDA GONYER","400 North Carrollton Ave","","New Orleans","LA","70119","US","Phone: 504.488.2129","bellda.g@aptea.com","LIVE",3,"",08-APR-00,"","",
3662400,"ELLARD MIRES","2701 Airline Highway","","Metairie","LA","70001","USA","Phone: 504.828.4101","ellard.mires@aptea.com","LIVE",2,"",02-APR-76,"","",
3664500,"ANYA HUGES","717 Clearview Parkway","","Metairie","LA","70001","US","Phone: 504.828.8889","sav-a-center@aptea.com","A",2,"",25-SEP-88,"","",
3666600,"ZARIA SORTO","2900 Veterans Highway","","Metairie","LA","70","US","Phone: 504.834.4151","sav a center@aptea.com","LIVE",2,"",02-OCT-92,"","",
3656100,"KELTON ANTHIS","4500 Tchoupitoulas St","","New Orleans","LA","70115","US","Phone: 504.896.7910","ka@aptea.com","LIVE",3,"",31-OCT-74,"","",
2900100,"DAVIS MEINE","1801 Missouri Blvd","","Jefferson City","MO","65109","US","Phone: 573-635-4666","davis.m@schnucks.com","LIVE",2,"",18-OCT-92,"","",
3542700,"MINICA SGRO","609 E Bay Ave","","Manahawkin","NJ","8050","US","Phone: 609.597.6360 ","minica.sgro@aptea.com","Incactive",1,"",13-JUL-92,"","",
3544800,"BARBETTE EASTEP","2465 S Broad St","","Hamilton Township","NJ","8610","US","Phone: 609.888.4000 ","barbette.eastep@aptea.com","Incactive",3,"",13-NOV-92,"","",
3551100,"ANASTASSIA FLORES","863 Baltimore Pike","","Kennett Square","PA","19348","US","Phone: 610.444.6065 ","anastassia.flores@aptea.com","LIVE",1,"",10-DEC-74,"","",
3557400,"RAPHAELA TOFT","1305 West Chester Pike","","Manoa","PA","19083","","Phone: 610.446.4516 ","rtoft@aptea.com","Active",1,"",14-APR-76,"","",
3559500,"GODFREE ARTIAGA","447 E Uwchlan Ave","","Chester Springs","PA","19425","US","Phone: 610.594.8272 ","super fresh @aptea.com","LIVE",2,"",26-SEP-88,"","",
3553200,"MARISOL WOODLAND","1110 Youngsford Rd","","Gladwyne","PA","19035","US","Phone: 610.649.3279 ","superfresh @aptea.com","LIVE",2,"",26-OCT-74,"","",
3555300,"MERCIE ARTIAGA","250 E Lancaster Ave","","Wynnewood","PA","19096","US","Phone: 610.896.7090 ","martiaga@aptea.com","LIVE",1,"",03-DEC-74,"","",
2910600,"HEDA PORTERFIELD","2665 North Illinois St","","Belleville","IL","62221","US","Phone: 618-236-1414","heda.p@schnucks.com","LIVE",1,"",24-MAR-00,"","",
2908500,"","2511 State Street","","East Saint Louis","IL","62205","US","Phone: 618-274-2000","eugenius.h@schnucks.com","A",3,"",03-NOV-74,"","",
2893800,"HERSH LANZ","915 W Main","","Carbondale","IL","62901","US","Phone: 618-351-0463","hersh.l@schnucks.com","A",2,"",25-JUN-92,"","",
2891700,"DEW","111 Hilltop Village","","Eureka","MO","63025","US","Phone: 636-938-4102","info@schnucks.com","LIVE",3,"",21-NOV-92,"","",
2906400,"JUDAS BECRAFT","8477 Bell Oaks Dr","","Newburgh","IN","47630","","Phone: 812-853-9505","judas.b@schnucks.com","A",1,"",12-APR-76,"","",
2902200,"BELVA BROTEN","2642 Charles St","","Rockford","IL","61104","US","Phone: 815-484-2453","belva.b@schnucks.com","LIVE",3,"",29-JUL-88,"","",
2904300,"SWEYN JULIAR","6100 Quince Rd","","Memphis","TN","38119","US","Phone: 901 765 4860","sweyn.j@schnucks.com","LIVE",2,"",12-SEP-92,"","",
3601500,"ANASTASSIA ZARAGOSA","760 E Mono Way","","Sonora","CA","95370","United States","Phone:209 533 7657","az@costuless.com","LIVE",3,"",22-AUG-86,"","",
3603600,"CULLEN WACHS","4525 Akia Road","","Kapaa","HI","96746","US","Phone:808-823-6803","cullen_wachs@costuless.com","LIVE",2,"",10-JAN-75,"","",
2921100,"BINETTE BURGDORF","8210 Macedonia Comns Blvd","","Macedonia","OH","","US","Store Phone: 330-467-9899","binette.b@tops.com","LIVE",2,"",06-JAN-75,"","",
2914800,"SARAD SACKRIDER","22777 Rockside Road","","Bedford","OH","44146","US","Store Phone: 440-232-3434","sarad.s@tops.com","LIVE",3,"",19-JUN-92,"","",
2927400,"MRS SHISLER","7919 Day Drive","","Parma","OH","44129","US","Store Phone: 440-842-4545","info@tops.com","Incactive",3,"",10-NOV-92,"","",
2923200,"URIAL STEIN","1006 N Elmira Street","","Sayre","PA","18840","US","Store Phone: 570-882-3434","urial.s@tops.com","Incactive",3,"",15-NOV-92,"","",
2931600,"ERIC WHITACRE","270 E Main Street","","Avon","NY","14414","US","Store Phone: 585-226-2322","eric.w@tops.com","LIVE",2,"",18-JAN-75,"","",
2912700,"VAUGHN WEINREB (Area Supervisor)","408 West Avenue","","Albion","NY","14411","US","Store Phone: 585-589-6789","vaughn.w@tops.com","LIVE",3,"",20-OCT-77,"","",
2933700,"GIAN GREENBLATT - Area Supervisor","3500 Main Street","","Amherst","NY","14226","US","Store Phone: 716-515-9099","gian.g@tops.com","I",2,"",23-DEC-92,"","",
2919000,"HAMLEN PALETTA","700 Thruway Plaza Dr","","Cheektowaga","NY","14225","US","Store Phone: 716-929 9090","hamlen.p@tops.com","LIVE",1,"",11-NOV-77,"","",
2925300,"ANGILA WIMBLEY","6914 Erie Road","","Derby","NY","14047","US","Store Phone: 716-947 9098","angila.w@tops.com","LIVE",2,"",08-DEC-92,"","",
2929500,"ERNST LASLO","14 South Davis","","Bradford","PA","16701","US","Store Phone: 814-363 - 4565","ernst.l@tops.com","LIVE",1,"",25-MAR-00,"","",
2916900,"SHEPLEY BEUTER","1702 E 38th Street","","Erie","PA","16510","US","Store Phone: 814-455 - 4544","shepley.b@tops.com","LIVE",3,"",23-JUN-92,"","",
3595200,"FANNIE NAILS","2605 8th Street South","","Moorhead","MN","56560","US","Tel: 218 291 9340","fannie_nails@nashfinch.com","LIVE",2,"",04-JUL-92,"","",
3593100,"LYLE BARTMAN","1205 W. Lincoln","","Fergus Falls","MN","56537","US","Tel: 218-739-5272","lb@nashfinch.com","LIVE",3,"",01-JAN-93,"","",
3599400,"MINERVA MCCULLA","1921 West A Street","","North Platte","NE","69101","US","Tel: 308 532 7134","minerva_mcculla@nashfinch.com","LIVE",2,"",14-AUG-92,"","",
3588900,"JAC STOUGH","20 West State Street","","Grand Island","NE","68803","US","Tel: 308-384-5773","jac.stough@nashfinch.com","A",1,"",14-NOV-77,"","",
3591000,"EVANGELIST HASELHORST","11th & Chestnut","","Wahoo","NE","68066","America","Tel: 402-443-3340","evangelist_haselhorst@nashfinch.com","LIVE",2,"",07-JUN-71,"","",
3622500,"HEZEKIAH ZARAGOSA","2424 6th Ave. Se","","Aberdeen","SD","57401","","Tel: 605-226-2190","hezekiah.zaragosa@nashfinch.com","LIVE",1,"",07-APR-76,"","",
3624600,"LOREDO HARKNESS","1000 9th Ave. Se","","Watertown","SD","57201","US","Tel: 605-886-7490","lh@nashfinch.com","LIVE",1,"",27-OCT-92,"","",
3584700,"ZELDA DECHICK","1100 13th Ave. East","","West Fargo","ND","58078","US","Tel: 701-277-5566","zelda_dechick@nashfinch.com","Incactive",1,"",14-JUL-92,"","",
3626700,"ESTUS BETANCOURT","2351 Coulee Road","","Hudson","WI","54016","US","Tel: 715-381-1413","estus.b@nashfinch.com","LIVE",2,"",15-SEP-83,"","",
3628800,"FORTUNATO KILKER","1217 E Chestnut","","Chilton","WI","53","US","Tel: 920 849 4015","fortunato.k@nashfinch.com","LIVE",3,"",20-JUN-92,"","",
3586800,"DOLORIS REISINGER","217 S. 3rd Street","","Sterling","CO","80751","US","Tel: 970-522-2904","doloris_reisinger@nashfinch.com","LIVE",2,"",22-NOV-77,"","",
3439800,"ELAINE UPDYKE / RENAE KALLIO","315 Genesee St","","Auburn","NY","13021","US","Telephone: 315-255-2343","info@pandcfoods.com","LIVE",1,"",,"","",
3441900,"BRONNY LANZ","7785 Frontage Rd","","Cicero","NY","13039","US","Telephone: 315-458-3222","bronny_lanz@pandcfoods.com","LIVE",3,"",17-APR-00,"","",
3450300,"EUSTASIUS GURR","6035 Bradford Towne Center Rr Box","","Towanda","PA","18848","US","Telephone: 570 265 7567","eustasius_gurr@pandcfoods.com","LIVE",3,"",10-NOV-74,"","",
3448200,"MUNGO HANKS","448 N Keystone Ave","","Sayre","PA","18840","US","Telephone: 570 888 4345","mungo_hanks@pandcfoods.com","A",2,"",27-JUN-92,"","",
3437700,"MALKAH HANING","Lincoln Ctr North Kancamagus Highway","","Lincoln","NH","3251","US","Telephone: 603 745 6456","malkah_haning@pandcfoods.com","LIVE",3,"",28-NOV-77,"","",
3435600,"MADELAINE KRIZAN","370 Miracle Mile Rd","","Lebanon","NH","3766","US","Telephone: 603-448-3789","madelaine_krizan@pandcfoods.com","Incactive",2,"",27-AUG-92,"","",
3446100,"GIOVANNA BAEHR","1145 Rt 17 C","","Owego","NY","13827","US","Telephone: 607-687-2567","giovanna_baehr@pandcfoods.com","LIVE",3,"",10-OCT-77,"","",
3444000,"CATLEE SROUR","184 Homer Ave","","Cortland","NY","13045","","Telephone: 607-756-4454","catlee_srour@pandcfoods.com","LIVE",2,"",21-APR-76,"","",
3328500,"ROMULUS LARIN","51 Main St Randolph Plaza","","Randolph","NY","14772","US","Telephone: 716 358 6343","romulus.l@penntraffic.com","LIVE",1,"",26-DEC-82,"","",
3324300,"CARVER CHIO","20 Center St","","Frewsburg","NY","14738","US","Telephone: 716 569 6555","quality markets @penntraffic.com","Incactive",1,"",20-JUL-92,"","",
3318000,"LORRETTA LINZER","1170 Central Ave","","Dunkirk","NY","14048","America","Telephone: 716-366-0345","lorretta.linzer@penntraffic.com","LIVE",3,"",11-JUN-71,"","",
3315900,"JUDAS SAINZ","166 East Fourth St","","Dunkirk","NY","14048","US","Telephone: 716-366-3454","js@penntraffic.com","LIVE",3,"",07-AUG-92,"","",
3326400,"EUSTATIUS SAID","738 Foote Ave","","Jamestown","NY","14701","US","Telephone: 716-484-7444","eustatius.s@penntraffic.com","LIVE",2,"",23-OCT-74,"","",
3322200,"ARLEY CUTHBERTSON","110 South Work St","","Falconer","NY","14733","US","Telephone: 716-665-1777","quality markets @penntraffic.com","LIVE",3,"",07-NOV-74,"","",
3320100,"","64 E Washington St","","Ellicottville","NY","14731","United States","Telephone: 716-699-2777","emockler@penntraffic.com","LIVE",3,"",26-JAN-83,"","",
3454500,"SHYLA STREET","209 Maple Street","","White River Junction","VT","50","US","Telephone: 802-295-9888","shyla_street@pandcfoods.com","LIVE",2,"",02-JAN-75,"","",
3330600,"GASTON FRARACCIO","712 West 38th St Liberty Plaza","","Erie","PA","16508","US","Telephone: 814 864 4898","gfraraccio@penntraffic.com","LIVE",2,"",19-JAN-75,"","",
3332700,"HARRISON MADEIROS","9 Leather St","","Sheffield","PA","16347","US","Telephone: 814 968 3000","harrison.madeiros@penntraffic.com","LIVE",2,"",18-NOV-74,"","",
2568300,"MCKINLEY LAGRANGE","28 Railroad Ave","","Youngsville","PA","16371","US","Telephone: 814-563-4000","mckinley.l@penntraffic.com","A",2,"",02-NOV-77,"","",
3336900,"UMBERTO FENDERSON","525 North Fraley St","","Kane","PA","16735","US","Telephone: 814-837-7000","ufenderson@penntraffic.com","LIVE",2,"",01-APR-00,"","",
1117,"Sheri Mcburrows","2683 Prairie Avenue","","Chicago","IL","60201","US","","SMcBurrows@hotmail.com","LIVE",3,"",18-JUL-72,"Diners Club US and C"," 5445-5558-0273-4660",01-JAN-14
1115,"Scott Orbach","PO Box 30096","","Bethesda","MD","20824","US","","SOrbach@aol.com","LIVE",1,"",21-MAR-75,"InstaPayment"," 6390-7917-3971-4599",01-AUG-13
1020,"Gladys A. Pritchet","262 E. Lawrence Avenue","","Springfield","IL","62701","","","GPritchet@yahoo.com","I",3,"Femail",14-MAR-86,"Diners Club US and C"," 5541-2456-3041-5095",01-JUL-13
1015,"Isabel Quam","7201 Charles","","Dallas","TX","","U.S.A.","","IQuam@gmail.com","Incactive",3,"",23-MAY-81,"Discover Card"," 6222-4679-5831-4700",01-FEB-15
1036,"Brent Salzer","4001 South 700","","Salt Lake City","UT","84107","US","","BSalzer@gmail.com","LIVE",2,"",02-OCT-92,"InstaPayment"," 6384-7849-5209-4565",01-AUG-13
1078,"Joseph Sciacca","18009 Vintage River","","Olney","MD","20832","United States","","JSciacca@yahoo.com","LIVE",2,"",10-DEC-76,"Laser"," 677-1361-6897-0074-",01-DEC-14
1070,"Joe Smathers","2009 Crossgate Drive","","Lawrence","KS","66047","US","","JSmathers@yahoo.com","LIVE",3,"",26-MAY-83,"InstaPayment"," 6388-7094-8919-9930",01-JUL-15
1024,"Tonya Smith","1515 NW 58th","","Seattle","WA","","U.S.","","TSmith@yahoo.com","A",2,"F",13-SEP-03,"American Express"," 343-6350-9234-9637",01-JAN-14
1021,"John Smyth","1515 NW 58th St.","","Seattle","WA","98107","US","","JSmyth@gmail.com","Incactive",3,"",12-JAN-93,"American Express"," 348-9701-1154-3604",01-FEB-14
1123,"Thomas Allen","","","","","","","","TAllen@hotmail.com","LIVE",3,"",18-OCT-74,"Visa Electron"," 4917-4394-1744-1296",01-APR-15
1076,"Jonathan Craft","605 W Madison Street","","Chicago","IL","60661","","","JCraft@yahoo.com","LIVE",3,"",12-JAN-96,"Mastercard"," 5335-6441-2608-6933",01-OCT-13
1041,"Tim Diefendorf","628 Hebron Avenue","","Glastonbury","CT","6033","US","","TDiefendorf@hotmail.com","LIVE",1,"",27-JAN-86,"Visa Electron"," 4175-0086-4342-3704",01-JUL-15
1127,"Tony George","5400 Bayfront Plaza","","Santa Clara","CA","95054","USA","","AGeorge@gmail.com","LIVE",2,"",18-OCT-86,"Maestro"," 630-4790-7447-4172-",01-AUG-15
1002,"Nathan J. Higgins","998 Rosemary St.","","Denver","CO","80230","","","NHiggins@hotmail.com","A",1,"",31-DEC-94,"Maestro"," 630-4408-6459-6578",01-AUG-14
1022,"Nate J. Higgins","998 Rosemary St.","","Denver","CO","","US","","NHiggins@gmail.com","A",2,"M",13-APR-71,"Visa"," 4-7552-0606-1660",01-DEC-14
1029,"Andre Jackson","3495 Piedmont Rd NE","","Atlanta","GA","30305","US","","AJackson@gmail.com","Incactive",2,"",08-FEB-92,"InstaPayment"," 6384-6354-9069-7659",01-MAR-15
1102,"Phyllis Jackson","3495 Pedmont Road North East","","Atlanta","GA","30305","US","","PJackson@aol.com","LIVE",1,"",02-MAY-79,"Mastercard"," 5571-1457-4214-9041",01-SEP-13
1013,"Carl J. Kuhen","500 Birch Dr.","","Stratford","CT","6614","USA","","CKuhen@gmail.com","A",2,"Male",21-OCT-84,"InstaPayment"," 6378-3146-3699-9795",01-APR-14
1030,"Annika Larsson","1531 Stout Street","","Denver","CA","80202","US","","ALarsson@hotmail.com","LIVE",2,"",05-SEP-02,"InstaPayment"," 6379-3418-1441-3488",01-AUG-13
1114,"Sam Wyman","1401 K Street North West","","Washington","DC","20005","US","","SWyman@yahoo.com","LIVE",3,"",15-SEP-83,"Discover Card"," 6225-7461-7909-0257",01-FEB-13
1057,"Greg Yancey","2115 East Jefferson Street","","Rockville","MD","20852","US","","GYancey@gmail.com","LIVE",1,"",28-SEP-99,"Diners Club US and C"," 5475-7646-4493-7829",01-MAR-15
5615,"Tom Allan","","","","","","","","TAllan@hotmail.com","LIVE",3,"",18-OCT-74,"Visa Electron"," 4917-4394-1744-1296",01-APR-15
10000,"Andre Hayes","3495 Piedmont Road North East","# 620","Atlanta","GA","30305","United States","","AndrEastHayes@worldafrican.com","LIVE",2,"",18-JUL-72,"","",
60000,"B Liu","2910 Highway 80 E","","Pearl","MS","39208","United States","","","LIVE",2,"",10-MAY-95,"","",
80000,"Brad Poorman","2 Village Drive","Suite 200","Abilene","TX","79606","United States","","BradPoorman@sts.com 915/677.1741","LIVE",2,"",21-MAR-75,"","",
1045,"Derek Wright","1405 Starshadow Drive","","Richardson","TX","75081","US","(972) 583-1730","DWright@gmail.com","LIVE",2,"M",01-JUN-71,"Visa Electron"," 4917-9792-9399-0387",01-OCT-13
180000,"Derek Wright","1405 Starshadow Drive","","Richardson","TX","75081","United States","(972) 583-1730","DerekWright@ehpt.com","LIVE",2,"",08-DEC-72,"","",
620000,"Patrick Nordqvist","10440 North Central Expy","Fl 7","Dallas","TX","75231","United States","(972) 583-2104","PatrickNordqvist@ehpt.com","A",1,"",26-DEC-85,"","",
1112,"Ronald Zimmer","902 Tyler Ct","","Allen","TX","75013","US","(972) 583-2232","RZimmer@hotmail.com","LIVE",1,"",09-MAY-99,"Visa Electron"," 4026-2077-8325-7648",01-DEC-12
800000,"Ronald Zimmer","902 Tyler Ct","","Allen","TX","75013","United States","(972) 583-2232","RonaldZimmer@ehpt.com","LIVE",3,"",17-FEB-78,"","",
450000,"Johan Hesslind","10440 North Central","","Dallas","TX","75231","United States","(972) 583-2312","JohanHesslind@ehpt.com","LIVE",2,"",18-OCT-74,"","",
160000,"Darlene Smith","10440 North Central Expy","# 710","","TX","75231","United States","(972) 583-3180","DarlenEastSmith@ehpt.com","Incactive",2,"",06-APR-84,"","",
1105,"Richard Coleman","2505 Piedra Drive","","Plano","TX","75023","US","(972) 758-9343","RColeman@aol.com","LIVE",1,"",29-MAY-86,"Maestro"," 6761-0703-8611",01-JUL-15
740000,"Richard Coleman","2505 Piedra Drive","","Plano","TX","75023","United States","(972) 758-9343","RichardColeman@ehpt.com","A",3,"",11-FEB-78,"","",
3387300,"SILVANUS BRANNAN","22 W Main St","","Denville","NJ","7834","US","(973) 627-4805 ","key food@keyfoodstores.com","LIVE",2,"",24-JUN-92,"","",
2776200,"LANDERS HOLSTEN","160 Kingsland Road","","Clifton","NJ","701","US","(973) 779-6697","landers_holsten@stopandshop.com","A",2,"",03-NOV-92,"","",
2772000,"","90 Pleasant Valley Street","","Methuen","MA","1844","US","(978) 837-6660","super stop & shop@stopandshop.com","LIVE",2,"",08-JUL-92,"","",
3561600,"ALISHA SCHWADRON","333 Brook Street","","Clinton","MA","1510","US","(978)368 7909 ","alisha.schwadron@hannaford.com ","LIVE",2,"",24-JUL-92,"","",
3580500,"AMARAS MCGLOWN","977 Merriam Ave","","Leominster","MA","1453","US","(978)534 9323 ","amcglown@hannaford.com ","LIVE",2,"",30-SEP-88,"","",
2942100,"BRINDA HASE","118 Lancaster Street","","Leominster","MA","1453","US","(978)537 1327 ","brinda.h@hannaford.com ","LIVE",1,"",03-OCT-88,"","",
3578400,"BOYD O. HOLSTEN","5 Washington Street","","Hudson","MA","1749","United States","(978)562 6613 ","boyd_holsten@hannaford.com ","LIVE",3,"",15-JUN-71,"","",
9545550,"MAGEN BERTSCH","774B Washington Street","","Hudson","MA","1749","US","(978)562 6613 ","magen.b@hannaford.com ","LIVE",1,"",21-OCT-74,"","",
2950500,"KACI DISHAW","18 Main Street","","Townsend","MA","1469","US","(978)597-5909","kaci.d@hannaford.com ","LIVE",1,"",28-MAR-00,"","",
2935800,"NEVILLE VANDYCK","21 Timpany Boulevard","","Gardner","MA","1440","US","(978)632 6139 ","neville.v@hannaford.com ","LIVE",1,"",18-NOV-77,"","",
3563700,"MILAGRO OLES","776 Timpany Boulevard","","Gardner","MA","1440","US","(978)632 6139 ","milagro.o@hannaford.com ","Incactive",1,"",04-OCT-88,"","",
2946300,"KOENRAAD WILCHER","22 Fitchburg Rd (route 2a)","","Ayer","MA","1432","US","(978)772-7593","koenraad.w@hannaford.com ","LIVE",2,"",30-AUG-92,"","",
6058500,"Stephen McConnon","30 Berrys Drive","","Bromham","Bedfordshire","12321","US","01234 822 726","us@one stop.co.uk","LIVE",2,"",26-JUL-92,"","",
4441500,"Aidan Canny","3 High Street","","Fochabers","Highland","1198-9987","US","01343 820204","scotmid@scotmid.com","LIVE",1,"",,"","",
3162600,"HERMY MCLEAN","6433 Barbara Ave","","Indian River","MI","49749","US","1 (231) 238-9342","hermy_mclean@spartanstores.com","A",2,"",03-DEC-92,"","",
3131100,"ULRICA TETER","602 S Mitchell","","Cadillac","MI","49601","US","1 (231) 775-4233","ulrica.teter@spartanstores.com","Incactive",3,"",30-DEC-92,"","",
3150000,"REAMONN PELZER","24445 DRAKE ROAD","","FARMINGTON HILLS","MI","48335","US","1 (248) 427 7400","reamonn_pelzer@spartanstores.com","Incactive",2,"",19-SEP-88,"","",
3171000,"ERICH VIRDEN","1000 E Cork St","","Kalamazoo","MI","49001","US","1 (269) 342 8633","erich_virden@spartanstores.com","LIVE",2,"",16-OCT-92,"","",
3168900,"MR DESMOND PAYLOR","1824 PORTAGE ST","","KALAMAZOO","MI","49001","US","1 (269) 345-2558","info@spartanstores.com","A",3,"",06-JAN-93,"","",
3173100,"MARTHE CHASSE","5161 W Main St","","Kalamazoo","MI","49009","US","1 (269) 381 0244 ","marthe_chasse@spartanstores.com","LIVE",1,"",,"","",
3129000,"SU SCHACK","14 W Monroe St","","Bangor","MI","49013","US","1 (269) 427-8287","sschack@spartanstores.com","Incactive",3,"",14-NOV-92,"","",
3154200,"YI PALONE","125 E Main St","","Fennville","MI","49408","US","1 (269) 561-4111","yp@spartanstores.com","A",1,"",26-OCT-92,"","",
3122700,"DAREEN HUELSMAN (Retail Sales Associates)","1596 Lincoln Rd","","Allegan","MI","49010","US","1 (269) 673 3579","spartan stores @spartanstores.com","LIVE",1,"",10-NOV-77,"","",
3120600,"MADALINE HOLZ","100 Monroe St","","Allegan","MI","49010","US","1 (269) 673-4234","madaline_holz@spartanstores.com","LIVE",3,"",12-JUN-92,"","",
